"Country","Year","Development_Status","Life_Expectancy","Adult_Mortality","Alcohol_Consumption","Hepatitis_B","Polio","Total_Expenditure","Diphtheria","HIV_AIDS","GDP_Per_Capita","Thinness_1_19_Years","Thinness_5_9_Years","Income_Composition_Of_Resources","Average_Years_of_schooling","Country_Code","Region","Mean_Male_Height_cm"
"Malta",2010,"Developed",83,62,7.91,75,76,8.3,76,0.1,5778.59628087463,0.8,0.7,0.819,14.6,"MLT","Europe",173.0835599
"Malta",2009,"Developed",82,63,7.38,86,73,8.33,73,0.1,5778.59628087463,0.8,0.7,0.815,14.4,"MLT","Europe",173.0364663
"Malta",2008,"Developed",80,64,7.14,86,72,8.15,72,0.1,5778.59628087463,0.7,0.7,0.813,14.6,"MLT","Europe",172.988822
"Malta",2007,"Developed",79.6,65,7.45,82,76,8.36,74,0.1,5778.59628087463,0.7,0.7,0.808,14.4,"MLT","Europe",172.9395686
"Malta",2006,"Developed",79.3,66,8.84,86,83,8.93,85,0.1,5778.59628087463,0.7,0.7,0.809,14.8,"MLT","Europe",172.8881055
"Malta",2005,"Developed",79,67,6.41,85,94,8.83,92,0.1,5778.59628087463,0.7,0.7,0.805,14.8,"MLT","Europe",172.8327801
"Malta",2004,"Developed",78.7,69,6.53,85,89,8.46,89,0.1,5778.59628087463,0.7,0.7,0.797,14.2,"MLT","Europe",172.7719699
"Malta",2003,"Developed",78.5,71,6.7,89,94,8.6,94,0.1,5778.59628087463,0.7,0.7,0.79,13.8,"MLT","Europe",172.7054635
"Malta",2002,"Developed",78.2,75,5.73,68.2929359570406,95,7.86,95,0.1,5778.59628087463,0.7,0.7,0.786,13.8,"MLT","Europe",172.6331046
"Malta",2001,"Developed",77.8,79,5.62,94.8328565797028,95,7.11,95,0.1,5778.59628087463,0.7,0.7,0.783,13.7,"MLT","Europe",172.5557857
"Malta",2000,"Developed",77.5,64.9248316727094,5.59,100,94,6.83,94,0.1,5778.59628087463,0.8,0.7,0.779,13.8,"MLT","Europe",172.47456
"Mauritania",2015,"Developing",63.1,212.813304291327,0.0151349025449056,73,67,3.88037389402097,73,0.9,384.794583979865,7.8,7.5,0.513,8.5,"MRT","Africa",163.2810601
"Mauritania",2014,"Developing",63,206.459542771896,0.01,84,84,3.77,84,0.9,384.794583979865,8,7.7,0.509,8.5,"MRT","Africa",163.5913182
"Mauritania",2013,"Developing",62.7,238.63327718132,0.01,58.1320400457491,8,3.63,8,1.1,384.794583979865,8.1,7.9,0.501,8.2,"MRT","Africa",163.9011583
"Mauritania",2012,"Developing",62.5,246.721632304017,0.01,73.9146090851684,8,3.36,8,1.2,384.794583979865,8.3,8.1,0.491,7.8,"MRT","Africa",164.2111023
"Mauritania",2011,"Developing",62.2,212,0.01,75,73,2.87,75,1.2,384.794583979865,8.5,8.3,0.487,7.7,"MRT","Africa",164.520612
"Mauritania",2010,"Developing",62,214,0.01,64,52,3.28,64,1.2,384.794583979865,8.7,8.5,0.484,7.6,"MRT","Africa",164.829142
"Mauritania",2009,"Developing",61.7,215,0.01,64,63,3.79,64,1.2,384.794583979865,8.9,8.7,0.476,7.1,"MRT","Africa",165.1358558
"Mauritania",2008,"Developing",61.4,217,0.02,74,73,3.23,74,1.3,384.794583979865,9.2,8.9,0.475,7.2,"MRT","Africa",165.4390347
"Mauritania",2007,"Developing",61.2,219,0.02,74,75,3.54,75,1.3,384.794583979865,9.4,9.1,0.475,7.4,"MRT","Africa",165.7359828
"Mauritania",2006,"Developing",69,221,0.01,68,68,3.21,68,1.3,384.794583979865,9.6,9.4,0.466,7.2,"MRT","Africa",166.0250898
"Mauritania",2005,"Developing",66,223,0.01,42,71,4.21,71,1.3,384.794583979865,9.8,9.6,0.461,7.2,"MRT","Africa",166.3036559
"Mauritania",2004,"Developing",64,224,0.01,58.5925219494351,68,4.7,7,1.3,384.794583979865,1,9.8,0.451,6.7,"MRT","Africa",166.5688831
"Mauritania",2003,"Developing",63,226,0.01,69.5992161313694,75,4.53,76,1.3,384.794583979865,1.3,1.1,0.447,6.6,"MRT","Africa",166.8198602
"Mauritania",2002,"Developing",62,228,0.02,62.4031997311755,91,5.31,89,1.2,384.794583979865,1.5,1.3,0.446,6.5,"MRT","Africa",167.0562245
"Mauritania",2001,"Developing",61,229,0.01,49.4948186364638,75,4.34,75,1.2,384.794583979865,1.7,1.5,0.444,6.5,"MRT","Africa",167.2777494
"Mauritania",2000,"Developing",60,228.47917895066,0.03,27.2474401406811,58,5.26,51,1.1,384.794583979865,1.9,1.7,0.443,6.4,"MRT","Africa",167.4834325
"Mauritius",2015,"Developing",74.6,146,2.43427805993488,97,98,4.46419436763942,97,0.1,2771.27022275821,6.9,6.8,0.779,15.2,"MUS","Africa",170.4992686
"Mauritius",2014,"Developing",74.2,148,3.54804797202757,97,98,4.81,97,0.1,2771.27022275821,7,6.9,0.769,14.7,"MUS","Africa",170.5415067
"Mauritius",2013,"Developing",74.1,147,3.28102940423374,98,98,4.82,98,0.1,2771.27022275821,7,7,0.765,14.7,"MUS","Africa",170.5838105
"Mauritius",2012,"Developing",73.9,154,3.57952206579024,98,98,4.76,98,0.1,2771.27022275821,7.1,7,0.756,14.3,"MUS","Africa",170.6265689
"Mauritius",2011,"Developing",73.6,158,3.03,98,98,5.2,98,0.1,2771.27022275821,7.1,7.1,0.748,14.1,"MUS","Africa",170.669271
"Mauritius",2010,"Developing",73.3,163,2.95,99,99,5.29,99,0.2,2771.27022275821,7.2,7.2,0.74,14,"MUS","Africa",170.7113653
"Mauritius",2009,"Developing",72.8,166,2.83,99,99,4.97,99,0.1,2771.27022275821,7.3,7.3,0.734,13.8,"MUS","Africa",170.7518914
"Mauritius",2008,"Developing",72.7,166,2.49,99,99,4.6,99,0.1,2771.27022275821,7.4,7.3,0.728,13.6,"MUS","Africa",170.7885933
"Mauritius",2007,"Developing",72.9,161,3.24,97,96,4.24,97,0.1,2771.27022275821,7.5,7.4,0.72,13.5,"MUS","Africa",170.8191597
"Mauritius",2006,"Developing",71.8,165,3.73,97,98,4.38,97,0.1,2771.27022275821,7.6,7.5,0.713,13.4,"MUS","Africa",170.8422028
"Mauritius",2005,"Developing",72.1,168,3.94,97,97,4.47,97,0.1,2771.27022275821,7.7,7.6,0.704,13,"MUS","Africa",170.8545435
"Mauritius",2004,"Developing",71.9,168,4.16,98,98,4.29,98,0.1,2771.27022275821,7.8,7.7,0.696,12.8,"MUS","Africa",170.8540015
"Mauritius",2003,"Developing",71.5,174,4.08,97,99,4.15,99,0.1,2771.27022275821,7.9,7.8,0.687,12.6,"MUS","Africa",170.8401128
"Mauritius",2002,"Developing",71.5,179,4.14,88,88,4.24,88,0.1,2771.27022275821,7.9,7.9,0.683,12.5,"MUS","Africa",170.8125971
"Mauritius",2001,"Developing",71.5,177,4.38,92,93,3.87,92,0.1,2771.27022275821,8,8,0.673,12.2,"MUS","Africa",170.7727888
"Mauritius",2000,"Developing",71,177,4.6,88,88,3.78,88,0.1,2771.27022275821,8.1,8.1,0.667,12.1,"MUS","Africa",170.7208869
"Mexico",2015,"Developing",76.7,122,4.90271416732947,82,87,6.38933359658716,87,0.1,3207.72902858359,1.5,1.5,0.758,13.3,"MEX","North America",169.0114702
"Mexico",2014,"Developing",76.6,122,5.26,84,87,6.3,87,0.1,3207.72902858359,1.6,1.5,0.754,13.1,"MEX","North America",168.931641
"Mexico",2013,"Developing",76.6,124.248599005449,5.23,82,83,6.3,83,0.1,3207.72902858359,1.6,1.5,0.753,12.9,"MEX","North America",168.8517711
"Mexico",2012,"Developing",76.3,123,5.29,99,99,6.21,99,0.1,3207.72902858359,1.6,1.5,0.748,12.7,"MEX","North America",168.7715787
"Mexico",2011,"Developing",76.1,124,5.3,98,97,6.4,97,0.1,3207.72902858359,1.6,1.6,0.745,12.6,"MEX","North America",168.6913156
"Mexico",2010,"Developing",75.6,127,5.21,93,95,6.39,95,0.1,3207.72902858359,1.6,1.6,0.739,12.5,"MEX","North America",168.6125676
"Mexico",2009,"Developing",75.7,112.798282285878,5.27,95,95,6.6,95,0.1,3207.72902858359,1.7,1.6,0.738,12.5,"MEX","North America",168.5368537
"Mexico",2008,"Developing",75.6,127,5.36,97,96,6.6,96,0.1,3207.72902858359,1.7,1.6,0.735,12.3,"MEX","North America",168.464643
"Mexico",2007,"Developing",76,123,5.35,98,98,5.92,98,0.1,3207.72902858359,1.7,1.7,0.731,12.3,"MEX","North America",168.3958084
"Mexico",2006,"Developing",75.8,125,5.11,98,98,5.83,98,0.1,3207.72902858359,1.8,1.7,0.723,12.2,"MEX","North America",168.3294309
"Mexico",2005,"Developing",75.3,126,4.93,98,98,6.4,98,0.1,3207.72902858359,1.8,1.7,0.719,12.2,"MEX","North America",168.2644555
"Mexico",2004,"Developing",75.4,124,4.9,98,98,6.11,98,0.1,3207.72902858359,1.8,1.8,0.714,12.1,"MEX","North America",168.2006221
"Mexico",2003,"Developing",75,127,4.88,98,98,6.2,98,0.1,3207.72902858359,1.9,1.8,0.708,11.9,"MEX","North America",168.1375246
"Mexico",2002,"Developing",75,127,4.77,97,98,5.52,97,0.1,3207.72902858359,1.9,1.8,0.703,11.6,"MEX","North America",168.0740964
"Mexico",2001,"Developing",75,126,4.86,97,97,5.35,97,0.1,3207.72902858359,1.9,1.9,0.7,11.6,"MEX","North America",168.0102317
"Mexico",2000,"Developing",74.8,129,4.99,97,97,4.98,97,0.1,3207.72902858359,2,1.9,0.694,11.4,"MEX","North America",167.9458395
"Micronesia (country)",2015,"Developing",69.4,166,3.22865054579335,78,71,15.7549190912322,72,0.1,NA,0.2,0.2,0.637,11.7,"FSM","Oceania",168.510704
"Micronesia (country)",2014,"Developing",69.4,164,1.58,81,76,13.71,77,0.1,NA,0.2,0.2,0.639,11.7,"FSM","Oceania",168.5758848
"Micronesia (country)",2013,"Developing",69.2,166,1.67,83,81,13.38,81,0.1,NA,0.2,0.2,0.641,11.7,"FSM","Oceania",168.6406288
"Micronesia (country)",2012,"Developing",69,168,2.98,82,81,12.77,81,0.1,NA,0.2,0.2,0.64,11.7,"FSM","Oceania",168.7053759
"Micronesia (country)",2011,"Developing",68.9,169,1.89,83,83,13.76,84,0.1,NA,0.2,0.2,0.638,11.7,"FSM","Oceania",168.7699474
"Micronesia (country)",2010,"Developing",68.7,171,1.76,88,85,13.83,85,0.1,NA,0.2,0.2,0.633,11.5,"FSM","Oceania",168.8343326
"Micronesia (country)",2009,"Developing",68.5,172,2.06,89,81,13.44,91,0.1,NA,0.2,0.2,0.629,11.4,"FSM","Oceania",168.8988502
"Micronesia (country)",2008,"Developing",68.4,174,1.97,89,88,12.94,85,0.1,NA,0.2,0.2,0.628,11.2,"FSM","Oceania",168.9623914
"Micronesia (country)",2007,"Developing",68.2,175,1.64,83.0138924724263,79,11.99,79,0.1,NA,0.2,0.2,0.625,11,"FSM","Oceania",169.0240308
"Micronesia (country)",2006,"Developing",68,176,1.73,84,81,11.92,67,0.1,NA,0.2,0.2,0.622,10.9,"FSM","Oceania",169.0836522
"Micronesia (country)",2005,"Developing",67.9,178,1.9,91,94,12.11,94,0.1,NA,0.2,0.2,0.617,10.7,"FSM","Oceania",169.1393478
"Micronesia (country)",2004,"Developing",67.7,179,2.02,87.8265229336481,82,12.0237730413642,78,0.1,NA,0.2,0.2,0.616,10.5,"FSM","Oceania",169.1900573
"Micronesia (country)",2003,"Developing",67.5,155.69482282671,3.15,89,88,9.69,92,0.1,NA,0.2,0.2,0.612,10.4,"FSM","Oceania",169.235688
"Micronesia (country)",2002,"Developing",66.2,166.110522048068,2.78,85,84,8.2,84,0.1,NA,0.2,0.2,0.608,10.2,"FSM","Oceania",169.2760973
"Micronesia (country)",2001,"Developing",67.2,183,2.82,81,79,8.58,75,0.1,NA,0.3,0.2,0.604,10.1,"FSM","Oceania",169.3120031
"Micronesia (country)",2000,"Developing",67,185,2.23,87,85,7.88,85,0.1,NA,0.3,0.3,0,0,"FSM","Oceania",169.3430086
"Mongolia",2015,"Developing",68.8,222,1.288374214158,99,99,4.99402569831691,99,0.1,1386.0435992908,2.2,2.3,0.733,14.8,"MNG","Asia",169.0656778
"Mongolia",2014,"Developing",68.4,225,2.53647540361559,99,99,4.73,99,0.1,1386.0435992908,2.2,2.3,0.729,14.8,"MNG","Asia",169.0797874
"Mongolia",2013,"Developing",68.1,227,2.76825498196292,98,98,4.21,98,0.1,1386.0435992908,2.2,2.3,0.72,14.7,"MNG","Asia",169.0938598
"Mongolia",2012,"Developing",67.8,231,2.37267317723282,99,99,4.22,99,0.1,1386.0435992908,2.2,2.3,0.712,14.7,"MNG","Asia",169.1076172
"Mongolia",2011,"Developing",67.3,235,2.90558397407665,99,99,4.45,99,0.1,1386.0435992908,2.2,2.3,0.701,14.6,"MNG","Asia",169.1205077
"Mongolia",2010,"Developing",66.3,227.131466572398,5.8,96,96,4.7,96,0.1,1386.0435992908,2.2,2.3,0.693,14.3,"MNG","Asia",169.1326928
"Mongolia",2009,"Developing",66.9,235,4.61,97,96,5.29,95,0.1,1386.0435992908,2.2,2.3,0.686,13.8,"MNG","Asia",169.1446844
"Mongolia",2008,"Developing",67.4,225,4.26,96,95,5.58,96,0.1,1386.0435992908,2.2,2.3,0.673,13.4,"MNG","Asia",169.1556501
"Mongolia",2007,"Developing",65.9,217.403943350305,3.79,98,99,5.6,95,0.1,1386.0435992908,2.2,2.4,0.661,13,"MNG","Asia",169.1634585
"Mongolia",2006,"Developing",65,271,2.91,98,98,4.68,99,0.1,1386.0435992908,2.2,2.4,0.649,12.7,"MNG","Asia",169.1674024
"Mongolia",2005,"Developing",64.5,274,2.75,98,99,5.9,99,0.1,1386.0435992908,2.3,2.4,0.637,11.8,"MNG","Asia",169.1664842
"Mongolia",2004,"Developing",64,284,1.75,98,99,5.99,99,0.1,1386.0435992908,2.3,2.4,0.621,11.2,"MNG","Asia",169.1593805
"Mongolia",2003,"Developing",64,271,1.31,98,98,6.18,98,0.1,1386.0435992908,2.4,2.5,0.609,10.5,"MNG","Asia",169.1455257
"Mongolia",2002,"Developing",63.8,263,2.43,98,98,5.81,98,0.1,1386.0435992908,2.4,2.5,0.599,10.1,"MNG","Asia",169.1244797
"Mongolia",2001,"Developing",63.2,266,2.87,95,95,5.45,95,0.1,1386.0435992908,2.5,2.6,0.588,9.4,"MNG","Asia",169.0971293
"Mongolia",2000,"Developing",62.8,274,2.79,93,94,4.92,94,0.1,1386.0435992908,2.6,2.6,0.582,8.9,"MNG","Asia",169.06286
"Montenegro",2015,"Developing",76.1,16,5.19607124773657,82,89,6.67151224937865,89,0.1,6532.10532545007,1.8,1.8,0.804,15.1,"MNE","Europe",178.2755341
"Montenegro",2014,"Developing",75.9,17,6.32982176333501,87,91,6.42,91,0.1,6532.10532545007,1.8,1.9,0.803,15.1,"MNE","Europe",178.279696
"Montenegro",2013,"Developing",75.8,19,6.21846110307246,45.6207698189958,94,6.43,94,0.1,6532.10532545007,1.8,1.9,0.799,15.1,"MNE","Europe",178.2835221
"Montenegro",2012,"Developing",75.6,65.9617590882132,5.56640748528378,46.7697020460606,94,7.25,94,0.1,6532.10532545007,1.9,1.9,0.797,15.1,"MNE","Europe",178.2874614
"Montenegro",2011,"Developing",75.4,113,6.56,91,95,6.92,95,0.1,6532.10532545007,1.9,2,0.792,15.1,"MNE","Europe",178.2909363
"Montenegro",2010,"Developing",75.3,115,6.56,47.8422796107549,93,6.9,94,0.1,6532.10532545007,2,2,0.787,15,"MNE","Europe",178.2944286
"Montenegro",2009,"Developing",75,117,6.45,87,91,6.7,92,0.1,6532.10532545007,2,2.1,0.785,14.6,"MNE","Europe",178.2972463
"Montenegro",2008,"Developing",74.6,121,6.17,93,95,6.13,95,0.1,6532.10532545007,2.1,2.1,0.774,14.2,"MNE","Europe",178.299894
"Montenegro",2007,"Developing",74.2,125,4.98,44.5698264078627,92,6.74,92,0.1,6532.10532545007,2.1,2.2,0.762,13.6,"MNE","Europe",178.3012422
"Montenegro",2006,"Developing",73.8,66.2355788136172,5.38,45.8332124779477,9,8.1,9,0.1,6532.10532545007,2.2,2.2,0.751,13.2,"MNE","Europe",178.3006618
"Morocco",2015,"Developing",74.3,95,0.486739793809448,99,99,4.8155227443744,99,0.1,1498.57155755088,6.4,6.2,0.645,12.1,"MAR","Africa",170.4001635
"Morocco",2014,"Developing",74.1,96,0.43,99,99,5.91,99,0.1,1498.57155755088,6.4,6.2,0.64,12.1,"MAR","Africa",170.4762979
"Morocco",2013,"Developing",73.9,97,0.45,99,99,5.94,99,0.1,1498.57155755088,6.4,6.2,0.634,12.1,"MAR","Africa",170.5522716
"Morocco",2012,"Developing",73.6,99,0.55,99,99,6.15,99,0.1,1498.57155755088,6.3,6.2,0.623,11.6,"MAR","Africa",170.6279672
"Morocco",2011,"Developing",73.3,116.435412619535,0.54,98,98,5.99,99,0.1,1498.57155755088,6.3,6.2,0.612,11.2,"MAR","Africa",170.7025643
"Morocco",2010,"Developing",72.8,105.103979760308,0.56,98,99,5.86,99,0.1,1498.57155755088,6.3,6.2,0.603,10.7,"MAR","Africa",170.7769295
"Morocco",2009,"Developing",72.3,116,0.62,98,99,5.67,99,0.1,1498.57155755088,6.4,6.2,0.596,10.5,"MAR","Africa",170.851724
"Morocco",2008,"Developing",71.8,123,0.51,97,99,5.41,99,0.1,1498.57155755088,6.4,6.3,0.589,10.3,"MAR","Africa",170.9262941
"Morocco",2007,"Developing",71.4,128,0.56,95,95,5.48,95,0.1,1498.57155755088,6.4,6.3,0.581,10,"MAR","Africa",170.9991497
"Morocco",2006,"Developing",71,133,0.58,95,97,5.23,97,0.1,1498.57155755088,6.4,6.3,0.575,10,"MAR","Africa",171.0697799
"Morocco",2005,"Developing",77,137,0.47,96,98,5.6,98,0.1,1498.57155755088,6.5,6.3,0.569,9.8,"MAR","Africa",171.1359933
"Morocco",2004,"Developing",72,142,0.56,95,97,5.22,97,0.1,1498.57155755088,6.5,6.4,0.561,9.6,"MAR","Africa",171.1953346
"Morocco",2003,"Developing",69.9,146,0.58,85.3664439903335,91,5.25,91,0.1,1498.57155755088,6.6,6.4,0.551,9.3,"MAR","Africa",171.2463859
"Morocco",2002,"Developing",69.5,100.018567891779,0.46,92,94,5.31,94,0.1,1498.57155755088,6.6,6.5,0.54,8.8,"MAR","Africa",171.2883484
"Morocco",2001,"Developing",69,155,0.46,84,93,4.44,96,0.1,1498.57155755088,6.7,6.5,0.53,8.5,"MAR","Africa",171.3207347
"Morocco",2000,"Developing",68.6,103.479422686609,0.45,43,95,4.18,95,0.1,1498.57155755088,6.7,6.6,0.519,8,"MAR","Africa",171.3434098
"Mozambique",2015,"Developing",57.6,355,0.506285049008908,69.8119705644511,8,6.18032913037702,8,3.9,309.78499569068,3.6,3.5,0.414,9.1,"MOZ","Africa",164.7975642
"Mozambique",2014,"Developing",56.7,375,1.21737113483504,79,79,6.98,79,4.1,309.78499569068,3.6,3.5,0.409,9.1,"MOZ","Africa",164.9411143
"Mozambique",2013,"Developing",55.3,46,1.16,78,78,5.9,78,5.1,309.78499569068,3.6,3.5,0.405,9.1,"MOZ","Africa",165.0846474
"Mozambique",2012,"Developing",54.8,48,1.19,76,73,5.58,76,6.9,309.78499569068,3.6,3.5,0.4,9.2,"MOZ","Africa",165.2287144
"Mozambique",2011,"Developing",54.3,47,0.94,76,73,6.23,76,9.6,309.78499569068,3.7,3.6,0.397,9.5,"MOZ","Africa",165.3727657
"Mozambique",2010,"Developing",54,47,0.96,74,73,5.38,74,10.8,309.78499569068,3.7,3.6,0.39,9.3,"MOZ","Africa",165.5164722
"Mozambique",2009,"Developing",53.8,194.99146463847,1.18,74,74,5.43,74,11.3,309.78499569068,3.7,3.6,0.382,9.2,"MOZ","Africa",165.6586787
"Mozambique",2008,"Developing",53.2,45,1.48,75,74,4.91,75,12.6,309.78499569068,3.7,3.7,0.372,8.8,"MOZ","Africa",165.7974034
"Mozambique",2007,"Developing",52.1,425,1.03,75,75,5.25,75,14.1,309.78499569068,3.8,3.7,0.36,8.2,"MOZ","Africa",165.9303199
"Mozambique",2006,"Developing",51.2,434,1.2,75,73,6.51,78,16.3,309.78499569068,3.8,3.7,0.353,7.9,"MOZ","Africa",166.0557153
"Mozambique",2005,"Developing",58,434,1.23,75,71,6.87,8,16.2,309.78499569068,3.9,3.8,0.341,7.3,"MOZ","Africa",166.1711581
"Mozambique",2004,"Developing",54,429,1.54,76,69,5.91,83,15.9,309.78499569068,3.9,3.8,0.332,7,"MOZ","Africa",166.2741863
"Mozambique",2003,"Developing",51,424,1.68,76,67,6.39,85,15.3,309.78499569068,4,3.9,0.318,6.7,"MOZ","Africa",166.3645273
"Mozambique",2002,"Developing",49.8,416,2.16,76,76,6.45,76,14.5,309.78499569068,4,4,0.311,6.2,"MOZ","Africa",166.4419199
"Mozambique",2001,"Developing",49.5,48,2.09,25,72,5.64,73,13.4,309.78499569068,4.1,4,0.298,5.8,"MOZ","Africa",166.5075162
"Mozambique",2000,"Developing",49,43,1.14,88.6749363603501,69,6.16,7,12.2,309.78499569068,4.2,4.1,0.291,5.4,"MOZ","Africa",166.5612202
"Myanmar",2015,"Developing",66.6,199,0.137844222361687,89,89,2.03949687455398,89,0.3,410.735470659288,12.8,13,0.552,9.1,"MMR","Asia",164.6726735
"Myanmar",2014,"Developing",66.4,135.11001132935,0.356652884592757,88,88,2.28,88,0.3,410.735470659288,12.9,13.1,0.547,9.1,"MMR","Asia",164.6605893
"Myanmar",2013,"Developing",66.2,165.9179707129,0.7,75,76,2.16,75,0.4,410.735470659288,12.9,13.2,0.54,9.1,"MMR","Asia",164.6483084
"Myanmar",2012,"Developing",65.9,270.129833860862,0.55,58,87,2.22,84,0.5,410.735470659288,13,13.2,0.533,9.1,"MMR","Asia",164.6354237
"Myanmar",2011,"Developing",65.6,200.662440390236,0.33,69.3561776871794,9,1.87,84,0.5,410.735470659288,13,13.3,0.526,9.1,"MMR","Asia",164.6213313
"Myanmar",2010,"Developing",65.4,233.026481242249,0.3,92,9,1.92,9,0.5,410.735470659288,13.1,13.3,0.515,8.8,"MMR","Asia",164.6063492
"Myanmar",2009,"Developing",65.2,211,0.28,91,9,2.5,9,0.6,410.735470659288,13.1,13.4,0.504,8.5,"MMR","Asia",164.5909144
"Myanmar",2008,"Developing",59.2,296,0.3,85,85,1.87,85,0.6,410.735470659288,13.2,13.4,0.493,8.2,"MMR","Asia",164.5757816
"Myanmar",2007,"Developing",64.5,217,0.26,85,84,1.68,86,0.6,410.735470659288,13.2,13.5,0.484,8.1,"MMR","Asia",164.5604569
"Myanmar",2006,"Developing",64.2,308.273968422407,0.28,75,82,1.78,82,0.6,410.735470659288,13.2,13.5,0.474,8,"MMR","Asia",164.5441197
"Myanmar",2005,"Developing",63.9,224,0.28,62,86,1.83,73,0.5,410.735470659288,13.2,13.6,0.465,7.9,"MMR","Asia",164.5256739
"Myanmar",2004,"Developing",63.5,228,0.44,39,92,1.97,82,0.5,410.735470659288,13.3,13.6,0.455,7.8,"MMR","Asia",164.5047826
"Myanmar",2003,"Developing",63.2,231,0.4,70.9896819168337,86,1.97,78,0.5,410.735470659288,13.3,13.6,0.445,7.7,"MMR","Asia",164.4821649
"Myanmar",2002,"Developing",62.8,235,0.41,47.4647887849781,84,2.5,79,0.4,410.735470659288,13.3,13.7,0.435,7.6,"MMR","Asia",164.4573797
"Myanmar",2001,"Developing",62.5,239,0.38,69.396855357293,77,1.8,73,0.4,410.735470659288,13.3,13.7,0.427,7.6,"MMR","Asia",164.4311144
"Myanmar",2000,"Developing",62.1,243,0.35,83.8953669572133,88,1.84,82,0.4,410.735470659288,13.3,13.7,0.417,7.5,"MMR","Asia",164.4045157
"Namibia",2015,"Developing",65.8,248,1.60141806907533,92,92,7.86686909786118,92,2.1,1835.44975573286,8.2,8.1,0.637,11.7,"NAM","Africa",166.9643668
"Namibia",2014,"Developing",65.9,242,5.81847989612527,88,88,8.93,88,2.2,1835.44975573286,8.6,8.5,0.632,11.7,"NAM","Africa",167.1773442
"Namibia",2013,"Developing",66.1,232,5.27448757304936,89,89,8.53,89,2.5,1835.44975573286,9,8.9,0.625,11.6,"NAM","Africa",167.3901205
"Namibia",2012,"Developing",65.8,232,5.39858921333667,84,84,8.24,84,3.7,1835.44975573286,9.5,9.4,0.619,11.5,"NAM","Africa",167.6030165
"Namibia",2011,"Developing",64.3,268,7.84,82,85,8.78,82,4.7,1835.44975573286,9.9,9.9,0.612,11.5,"NAM","Africa",167.8159954
"Namibia",2010,"Developing",63,299,7.58,83,83,7.89,83,6.2,1835.44975573286,1.4,1.4,0.604,11.4,"NAM","Africa",168.0283692
"Namibia",2009,"Developing",62.4,309.336964431263,7.99,83.7663203295962,83,8.5,83,8.7,1835.44975573286,1.9,1.9,0.598,11.4,"NAM","Africa",168.2394339
"Namibia",2008,"Developing",61.7,317,6.28,85.8778117483104,83,7.15,83,11.7,1835.44975573286,11.5,11.4,0.589,11.3,"NAM","Africa",168.4477584
"Namibia",2007,"Developing",60,356,5.12,85.7226162272313,81,6.99,86,15.2,1835.44975573286,12,12,0.578,11.3,"NAM","Africa",168.6504438
"Namibia",2006,"Developing",57,431,4.94,83.9178342023801,74,7.2,86,19.2,1835.44975573286,12.6,12.6,0.57,11.4,"NAM","Africa",168.8465323
"Namibia",2005,"Developing",55.1,477,4.89,84.1072037996067,86,7.32,86,22.1,1835.44975573286,13.1,13.1,0.565,11.6,"NAM","Africa",169.0331467
"Namibia",2004,"Developing",54.7,483,4.8,80.3805869866117,81,6.47,81,24,1835.44975573286,13.7,13.7,0.559,11.7,"NAM","Africa",169.2079617
"Namibia",2003,"Developing",55,471,5.28,89.1543324814589,82,6.52,79,24.7,1835.44975573286,14.2,14.3,0.554,11.7,"NAM","Africa",169.3706262
"Namibia",2002,"Developing",55.7,452,5.09,80.5408865279021,78,6.17,77,24.6,1835.44975573286,14.7,14.8,0.556,11.8,"NAM","Africa",169.5205942
"Namibia",2001,"Developing",56.5,426,5.09,88.2533890668307,79,6.18,78,23.9,1835.44975573286,15.2,15.4,0.556,11.7,"NAM","Africa",169.6586163
"Namibia",2000,"Developing",57.4,309.161082273989,5.73,87.7376260179974,8,6.11,79,22.8,1835.44975573286,15.7,15.9,0.559,11.5,"NAM","Africa",169.7834738
"Nepal",2015,"Developing",69.2,165,0.161547514604758,91,9,5.8779275193461,91,0.1,318.774524995851,15.7,16.1,0.555,12.2,"NPL","Asia",162.3183332
"Nepal",2014,"Developing",69.6,158,0.19469717130326,92,92,5.8,92,0.1,318.774524995851,15.9,16.3,0.551,12.4,"NPL","Asia",162.3422096
"Nepal",2013,"Developing",69.3,162,0.27,92,92,5.69,92,0.1,318.774524995851,16.1,16.5,0.545,12.3,"NPL","Asia",162.3656096
"Nepal",2012,"Developing",68.9,167,0.26,83.7727894884324,9,5.89,9,0.2,318.774524995851,16.3,16.7,0.538,12.3,"NPL","Asia",162.3887513
"Nepal",2011,"Developing",68.4,172,0.27,92,92,6.73,92,0.2,318.774524995851,16.5,16.9,0.529,12,"NPL","Asia",162.4114823
"Nepal",2010,"Developing",68,178,0.24,82,83,6.43,82,0.2,318.774524995851,16.7,17.2,0.515,11.1,"NPL","Asia",162.4336127
"Nepal",2009,"Developing",67.5,183,0.22,89,93,6.41,89,0.2,318.774524995851,16.9,17.4,0.502,10.5,"NPL","Asia",162.4551928
"Nepal",2008,"Developing",67,189,0.21,82,82,6.44,82,0.2,318.774524995851,17,17.6,0.492,10.1,"NPL","Asia",162.4757429
"Nepal",2007,"Developing",66.6,194,0.2,82,82,5.84,82,0.2,318.774524995851,17.2,17.8,0.486,10,"NPL","Asia",162.494456
"Nepal",2006,"Developing",66,183.104540542995,0.2,69,91,5.7,89,0.2,318.774524995851,17.4,18,0.476,9.6,"NPL","Asia",162.5108837
